ParticipantName,TeamName,Position,ELO
Rubén Garcia,Osasuna,ATT,1538
Victor Munoz,Osasuna,ATT,1538
Pablo Martinez,Levante,MID,1538
Moi Gomez,Osasuna,MID,1538
Marcus Rashford,Barcelona,ATT,1537
José Copete,Valencia CF,DEF,1537
Renato Veiga,Villarreal,DEF,1536
Juan Cruz,Osasuna,DEF,1536
Antony,Real Betis,ATT,1535
Filip Ugrinic,Valencia CF,MID,1535
Álvaro Vallés,Real Betis,GK,1535
Raul Asencio,Real Madrid,DEF,1535
Thiago Almada,Atlético de Madrid,ATT,1534
Odysseas Vlachodimos,Sevilla,GK,1533
David Carmo,Real Oviedo,DEF,1533
Axel Witsel,Girona,MID,1533
Goduine Koyalipou,Levante,ATT,1533
Fran Beltrán,Girona,MID,1532
Jude Bellingham,Real Madrid,ATT,1532
André Silva,Elche,ATT,1531
Oscar Mingueza,Celta de Vigo,MID,1531
Juan Iglesias,Getafe,DEF,1531
Jorge de Frutos,Rayo Vallecano,ATT,1530
Jhon Solis,Girona,MID,1530
David Affengruber,Elche,DEF,1529
Ander Barrenetxea,Real Sociedad,ATT,1528
Omar Mascarell,Mallorca,MID,1528
Marc Roca,Real Betis,MID,1528
Bryan Zaragoza,Celta de Vigo,ATT,1527
Nacho Vidal,Real Oviedo,DEF,1526
Javier Guerra,Valencia CF,MID,1526
Baptiste Santamaria,Valencia CF,MID,1526
Ayoze Pérez,Villarreal,ATT,1525
Luiz Junior,Villarreal,GK,1525
Aihen Munoz,Real Sociedad,DEF,1525
Jeremy Toljan,Levante,DEF,1524
Raul Garcia,Osasuna,ATT,1524
Manu Fernandez,Celta de Vigo,DEF,1524
Haissem Hassan,Real Oviedo,ATT,1523
Etta Eyong,Levante,ATT,1523
Carlos Soler,Real Sociedad,MID,1523
Jones El-Abdellaoui,Celta de Vigo,MID,1523
Largie Ramazani,Valencia CF,ATT,1523
Kiko,Getafe,DEF,1522
Lucas Ahijado,Real Oviedo,DEF,1522
Diego Rico,Getafe,DEF,1522
Vinicius Junior,Real Madrid,ATT,1521
Yuri Berchiche,Athletic Club,DEF,1521
Flavien Boyomo,Osasuna,DEF,1521
Santi Comesana,Villarreal,MID,1521
Antonio Martinez,Alavés,ATT,1521
Antonio Blanco,Alavés,MID,1520
Mateu Morey,Mallorca,DEF,1520
Jon Gorrotxategi,Real Sociedad,MID,1519
Ander Guevara,Alavés,MID,1519
Tajon Buchanan,Villarreal,MID,1519
Lucas Boye,Alavés,ATT,1518
Nahuel Molina,Atlético de Madrid,DEF,1518
Manu Morlanes,Mallorca,MID,1518
Sergio Gomez,Real Sociedad,DEF,1518
Alejandro Rego,Athletic Club,MID,1517
Álex Moreno,Girona,DEF,1517
Rodrygo,Real Madrid,ATT,1517
Gabriel Suazo,Sevilla,MID,1516
Pablo Durán,Celta de Vigo,ATT,1516
Aleix Febas,Elche,MID,1515
Cristhian Stuani,Girona,ATT,1515
Brahim Diaz,Real Madrid,ATT,1515
Johan Mojica,Mallorca,DEF,1515
Valentin Rosier,Osasuna,DEF,1515
Javier Munoz,Getafe,MID,1514
Antonio Sivera,Alavés,GK,1514
Arnaut Danjuma,Valencia CF,ATT,1514
Mauro Arambarri,Getafe,MID,1514
Iago Aspas,Celta de Vigo,ATT,1513
Jules Koundé,Barcelona,DEF,1512
Gonzalo Garcia,Real Madrid,ATT,1512
Igor Zubeldia,Real Sociedad,DEF,1512
Rafa Mir,Elche,ATT,1512
Alvaro Nunez,Elche,DEF,1512
Alvaro Carreras,Real Madrid,DEF,1512
Manor Solomon,Villarreal,ATT,1511
José Luis Morales,Levante,ATT,1510
Marcao,Sevilla,DEF,1510
Djibril Sow,Sevilla,MID,1510
Daniel Parejo,Villarreal,MID,1510
Pape Gueye,Villarreal,MID,1510
César Tárrega,Valencia CF,DEF,1509
Leander Dendoncker,Real Oviedo,MID,1508
Alex Sanchez,Elche,Code_2,1508
Dimitri Foulquier,Valencia CF,DEF,1508
Gerard Martin,Barcelona,DEF,1507
Adrià Pedrosa,Elche,DEF,1506
Juanlu Sánchez,Sevilla,DEF,1505
Unai Gomez,Athletic Club,ATT,1505
David Soria,Getafe,GK,1504
Unai Lopez,Rayo Vallecano,MID,1503
Yaser Asprilla,Girona,ATT,1502
Jon Moncayola,Osasuna,MID,1502
Grady Diangana,Elche,MID,1502
Andoni Gorosabel,Athletic Club,DEF,1502
Dodi Lukebakio,Sevilla,ATT,1501
Djené,Getafe,DEF,1501
Carlos Espi,Levante,ATT,1501
Adam Boayar,Elche,ATT,1501
Luis Vazquez,Getafe,ATT,1501
Miguel Román,Celta de Vigo,MID,1501
Héctor Fort,Elche,DEF,1501
Pablo Maffeo,Mallorca,DEF,1501
Neal Maupay,Sevilla,ATT,1501
Aurélien Tchouaméni,Real Madrid,MID,1501
Alejandro Catena,Osasuna,DEF,1501
Marco Esteban,Real Oviedo,Code_1,1500
Matteo Ruggeri,Atlético de Madrid,DEF,1500
Miguel Angel Sierra,Sevilla,Code_3,1500
Jesus Areso,Athletic Club,DEF,1500
Lander Pinillos,Alavés,Code_3,1500
Asier Hierro,Athletic Club,Code_3,1500
Omar Falah,Real Oviedo,Code_3,1500
Iker Losada,Levante,ATT,1500
Alberto Reina,Real Oviedo,MID,1500
Tani Oluwaseyi,Villarreal,ATT,1500
Pep Chavarria,Rayo Vallecano,DEF,1500
Diego Morcillo,Alavés,Code_3,1500
Marcos Llorente,Atlético de Madrid,DEF,1499
Josan,Elche,MID,1499
Pablo Agudin,Real Oviedo,Code_2,1498
Hugo Solozabal,Getafe,Code_2,1498
Hugo Burcio,Celta de Vigo,Code_2,1498
Jano Monserrate,Atlético de Madrid,Code_2,1498
Pablo Ibánez,Alavés,MID,1497
Hugo Álvarez,Celta de Vigo,ATT,1497
Pedro Diaz,Rayo Vallecano,MID,1497
Carles Alena,Alavés,MID,1497
Kwasi Sibo,Real Oviedo,MID,1496
Nicolas Pépé,Villarreal,ATT,1496
Isco,Real Betis,ATT,1496
Youssef Enriquez,Alavés,DEF,1496
Yéremi Pino,Villarreal,ATT,1496
Thiago Fernandez,Real Oviedo,ATT,1496
Marc Domenech,Mallorca,ATT,1496
Williot Swedberg,Celta de Vigo,ATT,1495
Álvaro Garcia,Rayo Vallecano,ATT,1495
Domingos Duarte,Getafe,DEF,1495
Alexis Sánchez,Sevilla,ATT,1495
Duje Caleta-Car,Real Sociedad,DEF,1494
André Almeida,Valencia CF,ATT,1494
Javi Rodriguez,Celta de Vigo,DEF,1494
Alfon González,Sevilla,ATT,1493
Adrián Liso,Getafe,ATT,1493
Lucas Beltran,Valencia CF,ATT,1493
Daniel Raba,Valencia CF,ATT,1493
Alex Forés,Real Oviedo,ATT,1493
Iván Martin,Girona,MID,1493
Giovani Lo Celso,Real Betis,ATT,1493
Hugo Duro,Valencia CF,ATT,1492
Paulo Gazzaniga,Girona,GK,1492
Brais Méndez,Real Sociedad,ATT,1491
Charles Pickel,Espanyol,MID,1491
Manuel Sánchez,Levante,DEF,1490
Nicolás González,Atlético de Madrid,MID,1490
Urko González,Espanyol,MID,1490
Christantus Uche,Getafe,ATT,1488
Kervin Arriaga,Levante,MID,1488
Jofre Carreras,Espanyol,ATT,1488
Coba da Costa,Getafe,ATT,1487
Dawda Camara,Girona,ATT,1486
Claudio Echeverri,Girona,ATT,1486
Denis Suárez,Alavés,MID,1486
Samuel Becerra,Rayo Vallecano,ATT,1486
Sheraldo Becker,Osasuna,ATT,1486
Stanis Idumbo,Sevilla,ATT,1486
Daniel Rodriguez,Mallorca,ATT,1486
Thierry Correia,Valencia CF,DEF,1486
Toni Fernandez,Barcelona,ATT,1486
Umar Sadiq,Real Sociedad,ATT,1486
Dro Fernandez,Barcelona,ATT,1486
Randy Nteka,Rayo Vallecano,ATT,1486
Raul Moro,Osasuna,ATT,1486
Fer Lopez,Celta de Vigo,ATT,1486
Alfonso Pedraza,Villarreal,DEF,1486
Gorka Carrera,Real Sociedad,ATT,1486
Bojan Miovski,Girona,ATT,1486
Borja Sanchez,Real Oviedo,ATT,1486
Mourad Daoudi,Elche,ATT,1486
Nico Serrano,Athletic Club,ATT,1486
Joselu Perez,Getafe,ATT,1486
Maroan Sannadi,Athletic Club,ATT,1486
Luca Koleosho,Espanyol,ATT,1486
Arkaitz Mariezkurrena,Real Sociedad,ATT,1486
Kareem Tunde,Levante,ATT,1486
Aitor Manas,Alavés,ATT,1486
Abel Ruiz,Girona,ATT,1486
Alejandro Balde,Barcelona,DEF,1485
Juanmi,Getafe,ATT,1485
Oriol Rey,Levante,MID,1485
Orri Oskarsson,Real Sociedad,ATT,1485
Cédric Bakambu,Real Betis,ATT,1485
Omar El Hilali,Espanyol,DEF,1484
Jesus Vázquez,Valencia CF,DEF,1484
Edu Exposito,Espanyol,ATT,1484
Alfonso Espino,Rayo Vallecano,DEF,1483
John Donald,Elche,DEF,1483
Asier Osambela,Osasuna,DEF,1481
Joel Roca,Girona,ATT,1481
Alan Matturro,Levante,DEF,1481
Alexander Sørloth,Atlético de Madrid,ATT,1481
Miguel Rubio,Espanyol,DEF,1481
Diego Llorente,Real Betis,DEF,1481
Álvaro Odriozola,Real Sociedad,DEF,1481
Oscar Valentin,Rayo Vallecano,MID,1480
Ferrán Jutglà,Celta de Vigo,ATT,1480
Augusto Batalla,Rayo Vallecano,GK,1480
Pathé Ciss,Rayo Vallecano,MID,1479
Sergi Darder,Mallorca,ATT,1479
Diego Lopez,Valencia CF,ATT,1479
Giacomo Raspadori,Atlético de Madrid,ATT,1479
Vladyslav Vanat,Girona,ATT,1479
Jonny Otto,Alavés,DEF,1478
Lucas Cepeda,Elche,ATT,1478
Mikel Goti,Real Sociedad,ATT,1478
Gavi,Barcelona,MID,1478
Abdon Prats,Mallorca,ATT,1478
Ilaix Moriba,Celta de Vigo,MID,1477
Pablo Torre,Mallorca,ATT,1477
Pablo Garcia,Real Betis,ATT,1477
Samu,Mallorca,MID,1477
Trent Alexander-Arnold,Real Madrid,DEF,1476
Leo Román,Mallorca,GK,1476
Ilyas Chaira,Real Oviedo,ATT,1476
Javi Llabrés,Mallorca,ATT,1475
Daniel Vivian,Athletic Club,DEF,1474
Josip Brekalo,Real Oviedo,ATT,1474
Santiago Mourino,Villarreal,DEF,1474
José Ángel Carmona,Sevilla,DEF,1473
Thiago Borbas,Real Oviedo,ATT,1471
Iker Benito,Osasuna,MID,1471
Antoniu Roca,Espanyol,ATT,1471
Adnan Januzaj,Sevilla,ATT,1471
Carlos Martin,Rayo Vallecano,ATT,1471
Juan Arango,Girona,ATT,1471
Mariano Diaz,Alavés,ATT,1471
Hugo Rincon,Girona,MID,1470
Jon Karrikaburu,Real Sociedad,ATT,1470
Victor Garcia,Levante,MID,1470
Pere Milla,Espanyol,ATT,1469
Manu Bueno,Sevilla,MID,1469
Mateo Joseph,Mallorca,ATT,1469
Alexandre Zurawski,Rayo Vallecano,ATT,1469
Rodrigo Mendoza,Elche,MID,1469
Ugo Raghouber,Levante,MID,1468
Sergio Lozano,Levante,MID,1468
Santi Cazorla,Real Oviedo,ATT,1468
Ilias Akhomach,Villarreal,MID,1468
Paco Cortes,Levante,MID,1468
Fran Beltrán,Celta de Vigo,MID,1468
Rodrigo Riquelme,Real Betis,ATT,1468
Nelson Deossa,Real Betis,MID,1468
Donny van de Beek,Girona,MID,1468
Selton Sanchez,Athletic Club,MID,1468
Dani Pérez,Real Betis,MID,1468
Jan Salas,Mallorca,MID,1468
Jon Guridi,Alavés,ATT,1468
Ali Houary,Elche,MID,1468
Alejandro Mestanza,Getafe,MID,1468
Julen Agirrezabala,Valencia CF,GK,1468
Lander Astiazaran,Real Sociedad,MID,1468
Wesley,Real Sociedad,MID,1468
Ivan Corralejo,Real Betis,MID,1468
Jorge Montes,Getafe,MID,1468
Oso,Sevilla,MID,1467
Inaki Williams,Athletic Club,ATT,1467
David Lopez,Girona,DEF,1466
David Alaba,Real Madrid,DEF,1466
Endrick,Real Madrid,ATT,1466
Eray Cömert,Valencia CF,DEF,1466
Zaid Abner Romero,Getafe,DEF,1466
Javi Lopez,Real Oviedo,DEF,1466
Joao Cancelo,Barcelona,DEF,1466
Jofre Torrents,Barcelona,DEF,1466
Aritz Elustondo,Real Sociedad,DEF,1466
Andrei Ratiu,Rayo Vallecano,DEF,1466
Mihailo Ristic,Celta de Vigo,DEF,1466
Antonio Rüdiger,Real Madrid,DEF,1466
Fran Pérez,Rayo Vallecano,ATT,1466
Sebastian Boselli,Getafe,DEF,1466
Daniel Carvajal,Real Madrid,DEF,1466
Rubén Iranzo,Valencia CF,DEF,1466
Jairo Izquierdo,Elche,DEF,1466
Victor Valdepenas,Real Madrid,DEF,1466
Joseph Aidoo,Celta de Vigo,DEF,1466
Jozhua Vertrouwd,Rayo Vallecano,DEF,1466
Adrià Altimira,Villarreal,DEF,1466
Ferland Mendy,Real Madrid,DEF,1466
Thomas Lemar,Girona,ATT,1466
Pelayo Fernandez,Rayo Vallecano,DEF,1466
Fabio Cardoso,Sevilla,DEF,1466
Ramon Martinez,Sevilla,DEF,1466
Arsen Zakharyan,Real Sociedad,ATT,1465
Calebe,Alavés,ATT,1465
Marc Bernal,Barcelona,MID,1464
Gerard Gumbau,Rayo Vallecano,MID,1464
Lucas Torro,Osasuna,MID,1463
Tyrhys Dolan,Espanyol,ATT,1463
Abu Kamara,Getafe,ATT,1463
Luka Sucic,Real Sociedad,ATT,1463
Nemanja Gudelj,Sevilla,MID,1463
Antonio Sánchez,Mallorca,MID,1463
Benat Turrientes,Real Sociedad,MID,1462
José Gayà,Valencia CF,DEF,1462
Javi Galán,Osasuna,DEF,1461
Toni Lato,Mallorca,DEF,1461
Francisco Garcia,Real Madrid,DEF,1461
Oier Luengo,Real Oviedo,DEF,1461
José Salomon Rondon,Real Oviedo,ATT,1461
Marc Pubill,Atlético de Madrid,DEF,1461
Santiago Colombatto,Real Oviedo,MID,1460
Kike Garcia,Espanyol,ATT,1460
Alex Berenguer,Athletic Club,ATT,1460
Pablo Marin,Real Sociedad,ATT,1459
Ivan Romero,Levante,ATT,1459
Alex Sancris,Getafe,ATT,1457
Pau Lopez,Real Betis,GK,1457
Lucas Bergström,Mallorca,GK,1457
Stole Dimitrievski,Valencia CF,GK,1457
Umar Sadiq,Valencia CF,ATT,1456
Martin Satriano,Getafe,ATT,1456
Oscar Trejo,Rayo Vallecano,ATT,1456
Davinchi,Getafe,MID,1456
Ovie Ejaria,Real Oviedo,MID,1455
Takuma Asano,Mallorca,ATT,1455
Roger Brugué,Levante,ATT,1455
Bryan Gil,Girona,ATT,1455
Aimar Oroz,Osasuna,ATT,1455
Gerard Fernandez,Sevilla,ATT,1454
Yago Santiago,Elche,MID,1454
Benat Prados,Athletic Club,MID,1453
Damian Rodriguez,Celta de Vigo,MID,1453
Joan Jordán,Sevilla,MID,1453
Unai Vencedor,Levante,MID,1453
Batista Mendy,Sevilla,MID,1453
Carlos Macia,Villarreal,MID,1453
Yangel Herrera,Real Sociedad,MID,1453
Ladislav Krejci,Girona,DEF,1451
Adama Boiro,Athletic Club,DEF,1451
Jorge Cabello,Levante,DEF,1451
José Salinas,Espanyol,DEF,1451
Jon Aramburu,Real Sociedad,DEF,1451
Moussa Diarra,Alavés,DEF,1451
Eric Bailly,Real Oviedo,DEF,1451
David Lopez,Mallorca,DEF,1451
Angel Ortiz,Real Betis,DEF,1451
Carlos Dominguez,Celta de Vigo,DEF,1451
Bambo Diaby,Elche,DEF,1451
Luiz Felipe,Rayo Vallecano,DEF,1451
Marash Kumbulla,Mallorca,DEF,1451
Victor Chust,Elche,DEF,1450
Enrique Barja,Osasuna,ATT,1450
Jon Olasagasti,Levante,ATT,1450
Ismael Bekhoucha,Getafe,MID,1448
Federico Redondo,Elche,MID,1448
Lass Kourouma,Girona,MID,1448
Cristian Portu,Girona,ATT,1447
Junior Firpo,Real Betis,DEF,1446
Carlos Protesoni,Alavés,DEF,1446
Inigo Arguibide,Osasuna,DEF,1446
Clemens Riedel,Espanyol,DEF,1446
Lucien Agoume,Sevilla,MID,1445
Ilias Akhomach,Rayo Vallecano,MID,1443
Matias Dituro,Elche,GK,1442
Pablo Cunat,Levante,GK,1442
Vladyslav Krapyvtsov,Girona,GK,1442
Ørjan Håskjold Nyland,Sevilla,GK,1442
Arnau Tenas,Villarreal,GK,1442
Wojciech Szczesny,Barcelona,GK,1442
Juan Musso,Atlético de Madrid,GK,1442
Alex Remiro,Real Sociedad,GK,1442
Marc-Andre ter Stegen,Girona,GK,1442
Azzedine Ounahi,Girona,MID,1441
Urko Izeta,Athletic Club,ATT,1440
Yvan Neyou Noupa,Getafe,MID,1438
Javier Puado,Espanyol,ATT,1438
Abel Bretones,Osasuna,MID,1438
Nicolas Fonseca,Real Oviedo,MID,1438
Isaac Romero,Sevilla,ATT,1437
Pol Lozano,Espanyol,MID,1437
Facundo Garces,Alavés,DEF,1436
Mouctar Diakhaby,Valencia CF,DEF,1436
Iván Balliu,Rayo Vallecano,DEF,1436
Diego Pampin,Levante,DEF,1436
Gorka Guruzeta,Athletic Club,ATT,1436
Yoel Lago,Celta de Vigo,DEF,1436
Victor Parada,Alavés,DEF,1434
Sergio Camello,Rayo Vallecano,ATT,1431
Franco Mastantuono,Real Madrid,ATT,1429
Oihan Sancet,Athletic Club,ATT,1429
Alberto Flores,Sevilla,GK,1427
Ezequiel Ávila,Real Betis,ATT,1425
Sofyan Amrabat,Real Betis,MID,1424
Johnny Cardoso,Atlético de Madrid,MID,1424
Luka Ilic,Real Oviedo,ATT,1424
Iker Munoz,Osasuna,MID,1423
Andriy Lunin,Real Madrid,GK,1422
Cristian Rivero,Valencia CF,GK,1422
Álex Padilla,Athletic Club,GK,1422
Dani Calvo,Real Oviedo,DEF,1421
César Azpilicueta,Sevilla,DEF,1421
Inigo Ruiz de Galarreta,Athletic Club,MID,1421
Andrés Lopez,Sevilla,DEF,1421
José Giménez,Atlético de Madrid,DEF,1421
Pau Navarro,Villarreal,DEF,1421
Isi Palazon,Rayo Vallecano,ATT,1416
Clément Lenglet,Atlético de Madrid,DEF,1416
Aitor Fernández,Osasuna,GK,1412
Inigo Lekue,Athletic Club,DEF,1411
Mario Martin,Getafe,MID,1408
Tanguy Nianzou,Sevilla,DEF,1406
Abderrahman Rebbach,Alavés,ATT,1405
Abdelkabir Abqar,Getafe,DEF,1401
Federico Vinas,Real Oviedo,ATT,1400
Allan Nyom,Getafe,DEF,1386
